state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
Oregon,M,College,855038.66,21733.0,73.0,0.0,Corporate Auto,Four-Door Car,525.6
Arizona,M,Bachelor,230864.8,20811.0,61.0,0.0,Personal Auto,Four-Door Car,292.8
Arizona,F,High School or Below,425462.07,11904.0,61.0,2.0,Personal Auto,Two-Door Car,292.8
Oregon,F,College,898285.04,43490.0,114.0,4.0,Corporate Auto,SUV,174.588413
California,M,High School or Below,786816.6,57340.0,67.0,0.0,Corporate Auto,Four-Door Car,159.391681
California,M,College,770424.87,49088.0,97.0,0.0,Corporate Auto,Four-Door Car,698.4
Nevada,M,Master,1055217.0,47761.0,131.0,0.0,Personal Auto,SUV,232.711071
Arizona,M,Bachelor,873783.75,61281.0,110.0,0.0,Personal Auto,SUV,79.865605
Arizona,M,Bachelor,770528.33,25290.0,66.0,0.0,Personal Auto,Four-Door Car,382.085897
Arizona,F,High School or Below,703926.24,24239.0,88.0,0.0,Personal Auto,Four-Door Car,48.348319
California,M,Bachelor,883808.56,82664.0,114.0,3.0,Personal Auto,SUV,133.425609
Arizona,M,Bachelor,873352.73,83210.0,110.0,0.0,Personal Auto,Luxury,528.0
Oregon,F,Bachelor,959747.48,38736.0,81.0,0.0,Personal Auto,Two-Door Car,561.414794
Oregon,M,College,1785797.23,55437.0,64.0,1.0,Personal Auto,Four-Door Car,445.287788
Washington,M,Bachelor,249780.82,68041.0,6464.0,0.0,Personal Auto,Two-Door Car,165.570243
California,F,High School or Below,799814.38,29066.0,100.0,0.0,Personal Auto,SUV,844.229478
Nevada,M,Bachelor,289762.07,54337.0,72.0,0.0,Personal Auto,Four-Door Car,345.6
Oregon,F,High School or Below,1159950.22,67616.0,96.0,0.0,Personal Auto,Four-Door Car,340.306584
California,F,Bachelor,1514793.06,41082.0,63.0,0.0,Personal Auto,Two-Door Car,106.647493
Nevada,F,Master,272535.64,36650.0,69.0,1.0,Personal Auto,Four-Door Car,56.60333
Oregon,F,College,1329771.23,50631.0,112.0,4.0,Special Auto,SUV,784.65781
California,M,College,992704.97,19592.0,92.0,0.0,Personal Auto,Four-Door Car,441.6
Arizona,F,College,1826927.02,55761.0,115.0,0.0,Personal Auto,Luxury,86.27772
California,F,College,272221.07,17576.0,71.0,0.0,Special Auto,Four-Door Car,398.502948
California,F,Bachelor,708321.24,41449.0,89.0,0.0,Personal Auto,Four-Door Car,63.516572
Nevada,F,College,588950.91,62007.0,73.0,0.0,Personal Auto,Four-Door Car,120.015609
Arizona,M,High School or Below,1577139.34,21921.0,206.0,0.0,Corporate Auto,Luxury,1254.137899
Arizona,F,Bachelor,528817.33,42621.0,66.0,0.0,Personal Auto,Four-Door Car,316.8
Washington,M,High School or Below,777853.23,63786.0,196.0,0.0,Corporate Auto,Luxury,798.002689
California,F,High School or Below,791919.7,82877.0,99.0,1.0,Personal Auto,Two-Door Car,22.819088
Nevada,M,High School or Below,978780.88,10475.0,88.0,1.0,Personal Auto,Two-Door Car,422.4
Oregon,F,High School or Below,520764.08,21952.0,66.0,0.0,Personal Auto,Four-Door Car,316.8
Oregon,F,Bachelor,2114727.72,49721.0,132.0,0.0,Corporate Auto,Luxury,639.971388
California,M,College,1228076.66,88340.0,102.0,0.0,Personal Auto,Two-Door Car,489.6
Washington,F,College,920659.83,24589.0,82.0,0.0,Personal Auto,Two-Door Car,511.497882
Nevada,F,Bachelor,483820.9,73769.0,61.0,2.0,Personal Auto,Four-Door Car,239.540223
California,F,College,462554.81,66670.0,114.0,0.0,Personal Auto,SUV,518.180364
Arizona,M,Bachelor,1404210.3,88854.0,118.0,0.0,Personal Auto,Two-Door Car,715.252366
Oregon,M,Bachelor,754661.35,31266.0,193.0,0.0,Corporate Auto,Luxury,926.4
California,F,High School or Below,251459.2,43860.0,65.0,0.0,Personal Auto,Four-Door Car,156.124914
California,M,Bachelor,517035.84,89284.0,133.0,2.0,Corporate Auto,SUV,402.070719
Oregon,M,College,1391737.72,67267.0,89.0,0.0,Corporate Auto,Four-Door Car,94.814032
California,F,High School or Below,1131813.08,79270.0,95.0,3.0,Personal Auto,Four-Door Car,456.0
Oregon,M,Bachelor,427636.36,36692.0,109.0,1.0,Personal Auto,Four-Door Car,523.2
California,F,High School or Below,849635.28,44624.0,71.0,1.0,Special Auto,Four-Door Car,73.883044
Nevada,F,Master,1630196.76,19614.0,85.0,0.0,Personal Auto,Two-Door Car,574.024018
Arizona,M,College,871704.98,83846.0,74.0,3.0,Special Auto,Four-Door Car,355.2
Washington,M,College,286011.17,51159.0,72.0,0.0,Personal Auto,Four-Door Car,4.238626
California,M,College,245340.83,83772.0,62.0,0.0,Personal Auto,Two-Door Car,42.248087
Arizona,M,College,598977.39,66839.0,154.0,0.0,Personal Auto,Luxury,739.2
Arizona,F,College,2498022.55,88440.0,70.0,0.0,Personal Auto,Two-Door Car,27.145151
Arizona,F,Master,748263.95,25666.0,63.0,2.0,Personal Auto,Four-Door Car,270.002766
Oregon,F,High School or Below,245757.6,52926.0,61.0,0.0,Personal Auto,Four-Door Car,292.8
Washington,F,Bachelor,828696.44,40001.0,70.0,0.0,Personal Auto,Four-Door Car,142.567008
Oregon,M,College,465715.95,18024.0,65.0,0.0,Personal Auto,Two-Door Car,312.0
Oregon,F,Bachelor,280391.67,23220.0,74.0,0.0,Personal Auto,Four-Door Car,251.334247
California,F,High School or Below,864650.41,64125.0,108.0,0.0,Personal Auto,SUV,369.818708
Oregon,F,College,742587.06,58042.0,62.0,0.0,Corporate Auto,Four-Door Car,161.419528
Oregon,F,High School or Below,452873.74,90034.0,112.0,0.0,Corporate Auto,SUV,537.6
Nevada,M,High School or Below,222707.28,27972.0,61.0,0.0,Special Auto,Four-Door Car,292.8
Arizona,M,Bachelor,318435.52,50989.0,80.0,0.0,Corporate Auto,Four-Door Car,255.999709
Arizona,F,Bachelor,1131520.37,11885.0,101.0,0.0,Special Auto,Four-Door Car,484.8
California,F,Bachelor,253070.51,89451.0,63.0,0.0,Special Auto,Four-Door Car,61.769564
Washington,M,Bachelor,864153.0,78904.0,109.0,0.0,Personal Auto,SUV,250.001424
Arizona,M,Doctor,327853.19,70247.0,83.0,1.0,Personal Auto,Four-Door Car,141.799422
Arizona,M,High School or Below,527198.21,32653.0,67.0,0.0,Personal Auto,Two-Door Car,321.6
Washington,M,High School or Below,376363.77,93595.0,97.0,4.0,Special Auto,Four-Door Car,49.797016
California,M,Master,1395556.96,90279.0,115.0,0.0,Personal Auto,SUV,372.175592
California,M,Bachelor,708283.04,53310.0,189.0,3.0,Personal Auto,Luxury,1360.8
Oregon,F,Bachelor,1255088.2,22234.0,160.0,0.0,Personal Auto,SUV,768.0
Washington,F,High School or Below,3219660.04,91375.0,99.0,0.0,Personal Auto,Two-Door Car,72.632934
Nevada,F,High School or Below,679377.41,22250.0,86.0,0.0,Personal Auto,Two-Door Car,720.601429
California,F,High School or Below,854758.61,51179.0,71.0,0.0,Corporate Auto,Four-Door Car,466.176731
California,M,Bachelor,278742.37,38667.0,72.0,0.0,Personal Auto,Four-Door Car,159.266473
California,F,Master,462680.11,79487.0,114.0,0.0,Corporate Auto,SUV,547.2
Nevada,F,Doctor,866336.4,67763.0,107.0,2.0,Personal Auto,Four-Door Car,41.283167
California,F,Master,896028.02,71943.0,112.0,0.0,Corporate Auto,SUV,305.653785
Oregon,F,College,547183.43,53526.0,68.0,0.0,Personal Auto,Four-Door Car,278.902846
Oregon,M,College,3493100.17,35005.0,295.0,0.0,Personal Auto,Luxury,1416.0
California,M,College,262039.23,24721.0,67.0,0.0,Personal Auto,Four-Door Car,139.963594
Arizona,M,Master,575744.23,88997.0,72.0,0.0,Personal Auto,Four-Door Car,174.041566
Arizona,M,Master,4022401.36,48587.0,111.0,0.0,Personal Auto,SUV,532.8
Arizona,F,High School or Below,270148.83,76310.0,67.0,0.0,Personal Auto,Two-Door Car,321.6
California,M,Bachelor,371243.05,73205.0,92.0,0.0,Personal Auto,Four-Door Car,37.299865
Oregon,F,College,2185084.0,51056.0,78.0,0.0,Personal Auto,Four-Door Car,95.816516
California,M,College,784016.58,58414.0,210.0,2.0,Personal Auto,Luxury,1008.0
California,F,Bachelor,823703.79,23940.0,107.0,0.0,Personal Auto,SUV,513.6
California,M,Bachelor,843446.41,44216.0,71.0,0.0,Personal Auto,Four-Door Car,72.205362
California,M,High School or Below,222707.28,27972.0,61.0,0.0,Corporate Auto,Four-Door Car,292.8
California,F,Master,264144.61,29305.0,66.0,0.0,Personal Auto,Four-Door Car,475.2
California,F,College,279068.3,53882.0,69.0,0.0,Personal Auto,Four-Door Car,331.2
Oregon,M,College,274512.98,91757.0,69.0,1.0,Personal Auto,Four-Door Car,331.2
California,F,Bachelor,757953.27,33906.0,64.0,0.0,Personal Auto,Two-Door Car,401.592109
Oregon,M,Bachelor,1097878.03,68158.0,139.0,1.0,Personal Auto,SUV,253.183568
Oregon,M,College,474773.46,42165.0,123.0,0.0,Corporate Auto,SUV,799.673766
California,M,Doctor,343613.43,30817.0,88.0,0.0,Personal Auto,Four-Door Car,91.834668
California,M,Bachelor,258218.53,68074.0,65.0,0.0,Personal Auto,Four-Door Car,27.987867
Washington,F,College,1166509.78,84978.0,35353.0,1.0,Corporate Auto,Four-Door Car,166.77296
California,F,Master,739628.37,71135.0,92.0,1.0,Personal Auto,Four-Door Car,270.563995
Oregon,M,Master,907576.82,37722.0,116.0,0.0,Personal Auto,Luxury,158.077504
Washington,M,High School or Below,856476.82,95697.0,107.0,0.0,Personal Auto,Luxury,178.006524
California,F,College,1156568.75,64642.0,96.0,0.0,Personal Auto,Four-Door Car,404.265696
Oregon,F,College,277104.5,50071.0,71.0,0.0,Personal Auto,Two-Door Car,18.918935
Oregon,M,High School or Below,850712.88,46754.0,106.0,1.0,Personal Auto,SUV,513.818403
California,M,College,758211.38,64801.0,64.0,0.0,Corporate Auto,Four-Door Car,268.471802
Arizona,M,Bachelor,332309.25,70410.0,83.0,0.0,Personal Auto,Four-Door Car,131.828507
Nevada,F,High School or Below,523433.17,66957.0,131.0,1.0,Personal Auto,SUV,628.8
Nevada,F,High School or Below,2470959.96,24213.0,78.0,1.0,Personal Auto,Four-Door Car,374.4
Washington,F,College,1778627.78,99790.0,6464.0,0.0,Personal Auto,Four-Door Car,178.986788
Oregon,M,Master,255122.67,79751.0,63.0,0.0,Personal Auto,Two-Door Car,392.235698
Arizona,M,High School or Below,724771.37,86122.0,182.0,1.0,Personal Auto,Luxury,873.6
Arizona,M,Bachelor,453884.78,82297.0,116.0,0.0,Personal Auto,Luxury,0.382107
Washington,M,College,3164210.46,89057.0,98.0,0.0,Corporate Auto,Two-Door Car,187.363583
California,M,High School or Below,873042.2,43259.0,73.0,0.0,Personal Auto,Four-Door Car,350.4
California,M,College,235774.7,25064.0,62.0,0.0,Personal Auto,Four-Door Car,297.6
Arizona,M,Master,463716.4,25816.0,119.0,0.0,Personal Auto,Luxury,571.2
Oregon,F,College,539197.1,41662.0,69.0,0.0,Corporate Auto,Four-Door Car,217.973168
Arizona,M,Bachelor,369414.05,96170.0,92.0,0.0,Personal Auto,Four-Door Car,441.6
Arizona,F,High School or Below,504041.24,46072.0,64.0,0.0,Personal Auto,Four-Door Car,25.934064
Arizona,F,High School or Below,2749542.19,37931.0,99.0,0.0,Personal Auto,Four-Door Car,475.2
Oregon,M,High School or Below,484228.5,35127.0,62.0,0.0,Personal Auto,Four-Door Car,297.6
Washington,F,High School or Below,2738281.89,45473.0,76.0,0.0,Special Auto,Two-Door Car,188.938397
Nevada,F,College,522710.19,93087.0,131.0,3.0,Corporate Auto,Luxury,628.8
Arizona,M,High School or Below,259009.6,22398.0,67.0,2.0,Personal Auto,Four-Door Car,321.6
California,M,High School or Below,1053607.8,92983.0,87.0,1.0,Corporate Auto,Four-Door Car,153.205591
Arizona,M,Bachelor,858127.87,27689.0,239.0,2.0,Personal Auto,Luxury,2893.239678
California,F,College,946311.33,69654.0,118.0,0.0,Corporate Auto,SUV,629.532731
California,F,Bachelor,1344100.64,80744.0,111.0,0.0,Personal Auto,SUV,361.284757
Arizona,M,Bachelor,2359468.02,76358.0,66.0,0.0,Special Auto,Four-Door Car,86.461582
Oregon,M,Bachelor,253862.63,18608.0,71.0,0.0,Corporate Auto,Four-Door Car,340.8
California,M,High School or Below,563994.2,73168.0,70.0,0.0,Personal Auto,Four-Door Car,425.800112
Washington,M,Bachelor,1168137.43,70930.0,99.0,0.0,Personal Auto,Four-Door Car,190.43446
Washington,F,High School or Below,2599775.0,62262.0,72.0,0.0,Corporate Auto,Four-Door Car,193.505325
Nevada,F,Master,1377836.93,91474.0,113.0,0.0,Corporate Auto,Two-Door Car,24.087774
California,F,Bachelor,492318.17,61469.0,63.0,5.0,Personal Auto,Four-Door Car,302.4
Arizona,F,High School or Below,227233.54,16618.0,62.0,0.0,Special Auto,Four-Door Car,219.288706
California,F,Bachelor,1489539.8,48081.0,188.0,0.0,Personal Auto,Luxury,881.360959
Oregon,M,Doctor,975604.5,67632.0,121.0,0.0,Personal Auto,Luxury,26.951627
Oregon,F,Bachelor,942297.41,34115.0,119.0,0.0,Personal Auto,SUV,466.122541
Arizona,M,High School or Below,383735.76,23051.0,99.0,0.0,Personal Auto,Two-Door Car,475.2
California,M,College,1095213.19,23748.0,99.0,0.0,Personal Auto,Four-Door Car,607.095655
Arizona,F,College,815913.66,40589.0,69.0,0.0,Corporate Auto,Four-Door Car,331.2
California,F,College,1948049.98,50809.0,83.0,0.0,Personal Auto,Four-Door Car,290.381707
Arizona,F,High School or Below,391936.67,66676.0,97.0,0.0,Personal Auto,Four-Door Car,558.099357
Nevada,F,Bachelor,798514.21,52339.0,70.0,3.0,Corporate Auto,Four-Door Car,336.0
Oregon,M,Bachelor,1216874.49,14973.0,115.0,0.0,Personal Auto,SUV,828.0
Arizona,F,Bachelor,508583.66,31546.0,65.0,0.0,Personal Auto,Four-Door Car,100.049832
California,F,College,290393.98,67763.0,73.0,1.0,Personal Auto,Four-Door Car,59.861963
Washington,F,College,627317.34,20836.0,79.0,0.0,Corporate Auto,Four-Door Car,193.57032
Washington,M,College,1832141.9,88592.0,76.0,0.0,Corporate Auto,Four-Door Car,199.79727
Oregon,F,College,517870.42,66943.0,65.0,1.0,Special Auto,Four-Door Car,53.084753
Arizona,F,High School or Below,1402435.84,81872.0,115.0,0.0,Special Auto,Four-Door Car,256.43803
Washington,F,College,530943.59,22404.0,70.0,1.0,Personal Auto,Four-Door Car,211.136067
California,F,High School or Below,494980.38,21342.0,62.0,0.0,Personal Auto,Four-Door Car,74.350893
California,M,Bachelor,859566.53,34621.0,108.0,1.0,Corporate Auto,SUV,621.464468
Oregon,M,College,2295189.2,62396.0,64.0,0.0,Personal Auto,Four-Door Car,307.2
Oregon,M,High School or Below,379213.03,97212.0,93.0,0.0,Personal Auto,Two-Door Car,360.05589
Arizona,F,Bachelor,275574.8,49648.0,70.0,0.0,Personal Auto,Four-Door Car,65.954813
Arizona,M,College,488033.96,97984.0,61.0,1.0,Personal Auto,Four-Door Car,407.450118
California,F,College,905190.53,26308.0,114.0,0.0,Corporate Auto,SUV,547.2
Oregon,F,College,1011544.62,63528.0,256.0,0.0,Personal Auto,Luxury,1228.8
Nevada,M,College,826907.54,20225.0,114.0,1.0,Special Auto,SUV,547.2
Oregon,F,High School or Below,772699.36,87620.0,64.0,0.0,Personal Auto,Four-Door Car,24.063693
Nevada,F,Master,257402.04,34990.0,65.0,0.0,Personal Auto,Four-Door Car,42.689135
Oregon,M,Bachelor,572732.71,99934.0,71.0,0.0,Special Auto,Four-Door Car,460.323855
Washington,M,Master,367914.21,60804.0,92.0,0.0,Personal Auto,Four-Door Car,213.225001
Oregon,M,Bachelor,274451.96,94648.0,69.0,0.0,Personal Auto,Four-Door Car,331.2
California,F,High School or Below,563674.03,24516.0,71.0,0.0,Personal Auto,Four-Door Car,300.607591
Arizona,M,Bachelor,1687038.82,61063.0,85.0,0.0,Personal Auto,Four-Door Car,262.504882
California,F,High School or Below,474668.65,15169.0,63.0,0.0,Personal Auto,Four-Door Car,302.4
Arizona,M,College,1687432.82,55390.0,71.0,0.0,Corporate Auto,Two-Door Car,256.268091
Oregon,F,Bachelor,238760.61,27592.0,62.0,0.0,Personal Auto,Four-Door Car,297.6
Washington,F,College,446533.57,61846.0,112.0,0.0,Personal Auto,SUV,215.8182
Arizona,F,High School or Below,459162.59,83297.0,113.0,0.0,Personal Auto,SUV,542.4
Arizona,F,College,1309258.58,0.0,188.0,0.0,Special Auto,Luxury,1353.6
California,F,High School or Below,416516.66,55897.0,104.0,0.0,Personal Auto,Four-Door Car,499.2
Arizona,M,Bachelor,265998.06,21297.0,71.0,0.0,Personal Auto,Four-Door Car,45.507952
Arizona,F,Master,1198659.21,87560.0,98.0,1.0,Personal Auto,Two-Door Car,470.4
Arizona,F,Doctor,350045.44,89398.0,86.0,0.0,Personal Auto,Four-Door Car,82.409922
California,F,College,262180.86,36843.0,68.0,3.0,Corporate Auto,Four-Door Car,357.642982
California,M,High School or Below,257827.1,34946.0,65.0,0.0,Personal Auto,Two-Door Car,420.35698
Arizona,F,College,624259.57,75680.0,78.0,0.0,Personal Auto,Four-Door Car,136.787725
Washington,F,College,313643.21,49532.0,79.0,1.0,Personal Auto,Four-Door Car,220.186677
Arizona,M,Bachelor,452536.58,10269.0,65.0,0.0,Personal Auto,Two-Door Car,170.798204
California,M,College,497035.73,49714.0,63.0,3.0,Personal Auto,Four-Door Car,266.165535
California,M,High School or Below,1546778.9,77517.0,129.0,0.0,Corporate Auto,SUV,98.921782
Oregon,M,High School or Below,583889.92,81082.0,73.0,0.0,Personal Auto,Four-Door Car,281.295903
Oregon,F,Bachelor,1065688.2,72540.0,88.0,0.0,Corporate Auto,Two-Door Car,631.743039
California,M,High School or Below,543980.42,61546.0,68.0,0.0,Corporate Auto,Two-Door Car,29.209521
California,F,Master,795615.01,44818.0,67.0,1.0,Personal Auto,Two-Door Car,136.883999
California,M,Bachelor,330799.9,79797.0,84.0,0.0,Corporate Auto,Two-Door Car,31.755601
Washington,F,College,845905.32,92717.0,70.0,0.0,Personal Auto,Two-Door Car,224.27582
Oregon,F,College,1335012.09,28919.0,173.0,0.0,Personal Auto,SUV,830.4
Nevada,M,Bachelor,777683.52,63568.0,65.0,0.0,Corporate Auto,Two-Door Car,390.792553
Nevada,F,College,255367.22,73935.0,64.0,1.0,Corporate Auto,Four-Door Car,72.071195
Oregon,F,Bachelor,903430.58,18846.0,115.0,0.0,Personal Auto,SUV,552.0
Arizona,F,High School or Below,810591.08,38893.0,103.0,0.0,Personal Auto,SUV,41.965252
Oregon,M,High School or Below,561968.91,0.0,153.0,0.0,Special Auto,SUV,1027.000029
California,M,Bachelor,1572713.06,84824.0,196.0,0.0,Corporate Auto,SUV,319.820747
California,F,High School or Below,661801.64,20068.0,86.0,0.0,Corporate Auto,Four-Door Car,411.011162
California,M,Bachelor,832307.4,97245.0,70.0,0.0,Personal Auto,Four-Door Car,4.110585
California,F,College,241776.0,51808.0,61.0,1.0,Personal Auto,Four-Door Car,351.149904
California,M,Bachelor,804487.24,71391.0,67.0,0.0,Personal Auto,Four-Door Car,284.000172
Oregon,F,College,584741.52,23496.0,77.0,0.0,Special Auto,Four-Door Car,13.164097
Washington,M,High School or Below,588174.235,55561.0,63.0,0.0,Personal Auto,Four-Door Car,227.872071
Nevada,F,College,472478.61,23986.0,119.0,0.0,Corporate Auto,SUV,463.335061
Arizona,F,Master,279022.8,22974.0,71.0,0.0,Personal Auto,Four-Door Car,180.667969
Arizona,M,Bachelor,1262283.27,61844.0,106.0,0.0,Personal Auto,Luxury,508.8
Arizona,M,Doctor,2017196.15,24804.0,73.0,0.0,Personal Auto,Two-Door Car,350.4
California,F,Bachelor,1646436.59,27760.0,104.0,0.0,Personal Auto,SUV,302.764283
Oregon,F,High School or Below,559538.99,74454.0,71.0,0.0,Personal Auto,Four-Door Car,340.8
Arizona,F,College,266544.71,52266.0,68.0,0.0,Corporate Auto,Two-Door Car,141.922839
California,M,Doctor,397134.51,23599.0,103.0,0.0,Corporate Auto,SUV,494.4
Oregon,M,Bachelor,552821.28,36088.0,72.0,0.0,Personal Auto,Four-Door Car,345.6
California,F,High School or Below,833899.58,70534.0,104.0,0.0,Personal Auto,Four-Door Car,54.065538
Oregon,M,College,3844585.59,27398.0,125.0,1.0,Personal Auto,SUV,600.0
Nevada,M,Bachelor,544855.52,85296.0,68.0,0.0,Personal Auto,Four-Door Car,342.515136
Arizona,M,High School or Below,1080806.6,31063.0,92.0,0.0,Personal Auto,Four-Door Car,441.6
Nevada,M,High School or Below,320822.59,52367.0,81.0,0.0,Personal Auto,Four-Door Car,275.989978
Arizona,M,College,548010.41,58651.0,71.0,0.0,Personal Auto,Four-Door Car,472.599683
Nevada,F,College,2298615.39,84831.0,192.0,0.0,Special Auto,Luxury,1336.931716
Oregon,M,Bachelor,1310792.59,49088.0,114.0,1.0,Corporate Auto,SUV,547.2
California,F,College,746292.63,70263.0,93.0,0.0,Corporate Auto,Two-Door Car,7.345946
Oregon,F,Doctor,1146399.1,45354.0,285.0,0.0,Personal Auto,Luxury,540.141566
California,F,Bachelor,623268.79,28334.0,83.0,0.0,Special Auto,Four-Door Car,537.765151
Oregon,F,Bachelor,2839332.99,38772.0,90.0,0.0,Personal Auto,Four-Door Car,321.873474
Oregon,F,College,374675.16,41479.0,94.0,1.0,Personal Auto,Two-Door Car,19.575683
California,M,Bachelor,2156933.73,23909.0,119.0,0.0,Personal Auto,SUV,571.2
California,M,College,501208.37,48328.0,63.0,0.0,Personal Auto,Two-Door Car,108.138715
California,M,High School or Below,337185.84,86689.0,85.0,0.0,Corporate Auto,Two-Door Car,408.0
California,M,Bachelor,386477.68,24204.0,99.0,1.0,Personal Auto,Four-Door Car,707.303416
Oregon,M,College,414571.19,25943.0,110.0,0.0,Corporate Auto,Two-Door Car,1067.333126
California,M,College,366737.5,62375.0,92.0,0.0,Personal Auto,Two-Door Car,618.630955
Oregon,M,Bachelor,1017133.9,70200.0,65.0,0.0,Corporate Auto,Four-Door Car,312.0
Nevada,F,Bachelor,413577.52,0.0,112.0,0.0,Special Auto,Four-Door Car,707.977614
Oregon,F,College,551149.11,79027.0,70.0,0.0,Corporate Auto,Four-Door Car,336.0
Washington,F,High School or Below,1131424.39,62935.0,141.0,0.0,Personal Auto,Luxury,232.242326
California,F,High School or Below,541461.73,26893.0,68.0,0.0,Personal Auto,Four-Door Car,68.226001
Oregon,F,High School or Below,742159.35,47406.0,94.0,1.0,Personal Auto,Four-Door Car,287.149807
Oregon,F,College,1447612.49,27572.0,124.0,0.0,Corporate Auto,SUV,595.2
Oregon,F,Bachelor,452527.65,32802.0,114.0,0.0,Personal Auto,SUV,547.2
Washington,F,Master,558176.13,62739.0,70.0,0.0,Personal Auto,Two-Door Car,239.328571
California,F,Bachelor,1413434.74,90844.0,118.0,0.0,Personal Auto,SUV,232.674417
Nevada,F,High School or Below,2472318.31,44685.0,69.0,0.0,Personal Auto,Four-Door Car,331.2
California,F,High School or Below,384848.36,42589.0,98.0,0.0,Corporate Auto,Four-Door Car,470.4
Washington,F,Bachelor,248004.59,93383.0,62.0,0.0,Corporate Auto,Two-Door Car,244.212286
Arizona,F,High School or Below,436137.29,79583.0,109.0,2.0,Personal Auto,Four-Door Car,523.2
Arizona,F,High School or Below,252907.75,89129.0,64.0,0.0,Personal Auto,Four-Door Car,328.870868
Oregon,F,Bachelor,864970.06,94389.0,107.0,0.0,Corporate Auto,SUV,85.063708
Oregon,F,High School or Below,2063508.46,84106.0,64.0,0.0,Personal Auto,Two-Door Car,334.408717
California,F,High School or Below,532667.77,76717.0,66.0,0.0,Personal Auto,Two-Door Car,300.528579
Arizona,M,High School or Below,260027.21,51978.0,66.0,0.0,Corporate Auto,Four-Door Car,144.782152
Oregon,F,Bachelor,853479.28,47325.0,107.0,0.0,Personal Auto,SUV,64.598216
Oregon,M,High School or Below,882883.5,86721.0,111.0,0.0,Corporate Auto,SUV,532.8
Nevada,F,Bachelor,224844.96,24910.0,63.0,1.0,Personal Auto,Four-Door Car,347.857619
Washington,F,Bachelor,1230276.24,43817.0,62.0,1.0,Personal Auto,Four-Door Car,245.447622
Oregon,F,Bachelor,253070.51,89451.0,63.0,0.0,Corporate Auto,Four-Door Car,61.769564
California,M,College,525198.4,59537.0,66.0,0.0,Personal Auto,Two-Door Car,316.8
Oregon,M,College,1401472.13,54193.0,117.0,0.0,Corporate Auto,SUV,720.752945
Oregon,M,College,943891.56,86946.0,118.0,0.0,Personal Auto,Four-Door Car,340.656963
Arizona,F,High School or Below,421391.86,12160.0,109.0,0.0,Personal Auto,Four-Door Car,489.411833
California,M,College,477368.64,33701.0,63.0,0.0,Personal Auto,Four-Door Car,171.325856
Washington,F,Bachelor,544142.01,85702.0,67.0,0.0,Personal Auto,Two-Door Car,249.085887
California,M,Bachelor,284226.69,69417.0,73.0,1.0,Personal Auto,Four-Door Car,30.874869
Oregon,M,Master,305955.03,38644.0,78.0,1.0,Personal Auto,Four-Door Car,361.455219
California,F,High School or Below,2031499.76,63209.0,102.0,2.0,Personal Auto,SUV,207.320041
Arizona,F,Bachelor,323912.47,16061.0,88.0,0.0,Personal Auto,Four-Door Car,633.6
California,F,Master,462680.11,79487.0,114.0,0.0,Special Auto,SUV,547.2
California,F,College,899704.02,54230.0,112.0,0.0,Personal Auto,Two-Door Car,537.6
California,F,Bachelor,588174.235,36234.0,83.0,0.0,Personal Auto,Four-Door Car,354.729129
